iter	Passed	Remaining
0	76	76093
1	99	49410
2	128	42829
3	152	38022
4	179	35629
5	202	33618
6	234	33310
7	271	33708
8	299	32936
9	333	33021
10	365	32877
11	390	32141
12	416	31593
13	441	31075
14	466	30633
15	494	30425
16	517	29919
17	537	29332
18	556	28719
19	574	28172
20	593	27686
21	613	27259
22	636	27051
23	660	26875
24	679	26514
25	698	26161
